"SampleID"	"ExtractID"	"SequenceID"	"steps_remaining"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"CollectionDate"	"Subject"	"Subj_Certainty"
"HDZ-161"	"HDZ-161-E1"	"HDZ-161-S77"	"sample extracted and sequenced"	"hdz4"	8	8	2	42	25.2	2.17	10520	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-09	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	34	"HDZ Keepers"	""	2023-12-16	"Warble"	"yes"
"HDZ-168"	"HDZ-168-E1"	"HDZ-168-S58"	"sample extracted and sequenced"	"hdz3"	12	12	2	60	36	1.62	2278	"AUA949"	"HDZ-PL-003"	"PL003"	2024-06-12	2024-06-12 20:06:58.563653	"loris"	2024-06-12	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-09	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	20	"HDZ Keepers"	""	2023-12-17	"Culi"	"yes"
"HDZ-162"	"HDZ-162-E1"	"HDZ-162-S243"	"sample extracted and sequenced"	"hdz11"	13	13	NA	NA	NA	NA	13115	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-09	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	41	"HDZ Keepers"	""	2023-12-17	"Warble"	"yes"
"HDZ-169"	"HDZ-169-E1"	"HDZ-169-S244"	"sample extracted and sequenced"	"hdz11"	14	14	NA	NA	NA	NA	12686	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-09	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	45	"HDZ Keepers"	""	2023-12-18	"Culi"	"yes"
"HDZ-170"	"HDZ-170-E1"	"HDZ-170-S245"	"sample extracted and sequenced"	"hdz11"	15	15	NA	NA	NA	NA	14987	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-09	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	46	"HDZ Keepers"	""	2023-12-18	"Warble"	"yes"
"HDZ-163"	"HDZ-163-E1"	"HDZ-163-S82"	"sample extracted and sequenced"	"hdz4"	13	13	1	42	25.2	3.7	12286	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-09	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	40	"HDZ Keepers"	""	2023-12-19	"Culi"	"yes"
"HDZ-084"	"HDZ-084-E1"	"HDZ-084-S35"	"sample extracted and sequenced"	"hdz2"	12	12	1	41	24.6	4.81	2301	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-06	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	11	"HDZ Keepers"	""	2023-12-21	"Culi"	"yes"
"HDZ-099"	"HDZ-099-E1"	"HDZ-099-S72"	"sample extracted and sequenced"	"hdz4"	3	3	1	42	25.2	4.72	12417	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-04	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	32	"HDZ Keepers"	""	2023-12-21	"Warble"	"yes"
"HDZ-098"	"HDZ-098-E1"	"HDZ-098-S238"	"sample extracted and sequenced"	"hdz11"	8	8	NA	NA	NA	NA	13918	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-04	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	47	"HDZ Keepers"	""	2023-12-22	"Culi"	"yes"
"HDZ-103"	"HDZ-103-E1"	"HDZ-103-S239"	"sample extracted and sequenced"	"hdz11"	9	9	NA	NA	NA	NA	12222	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-04	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	46	"HDZ Keepers"	""	2023-12-22	"Warble"	"yes"
"HDZ-102"	"HDZ-102-E1"	"HDZ-102-S96"	"sample extracted and sequenced"	"hdz5"	4	4	3	NA	NA	1.21	7546	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-04	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	32	"HDZ Keepers"	""	2023-12-23	"Culi"	"no"
"HDZ-093"	"HDZ-093-E1"	"HDZ-093-S65"	"sample extracted and sequenced"	"hdz3"	19	19	2	60	36	1.69	2597	"AUA949"	"HDZ-PL-003"	"PL003"	2024-06-12	2024-06-12 20:06:58.563653	"loris"	2024-06-12	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-03	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 1"	""	25	"HDZ Keepers"	""	2023-12-23	"Warble"	"yes"
"HDZ-089"	"HDZ-089-E1"	"HDZ-089-S64"	"sample extracted and sequenced"	"hdz3"	18	18	1	60	36	6.9	3800	"AUA949"	"HDZ-PL-003"	"PL003"	2024-06-12	2024-06-12 20:06:58.563653	"loris"	2024-06-12	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-03	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 1"	""	25	"HDZ Keepers"	""	2023-12-24	"Culi"	"yes"
"HDZ-101"	"HDZ-101-E1"	"HDZ-101-S57"	"sample extracted and sequenced"	"hdz3"	11	11	5	60	36	0.878	17548	"AUA949"	"HDZ-PL-003"	"PL003"	2024-06-12	2024-06-12 20:06:58.563653	"loris"	2024-06-12	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-04	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	20	"HDZ Keepers"	"Very little stabilizer in the tube"	2023-12-24	"Warble"	"yes"
"HDZ-097"	"HDZ-097-E1"	"HDZ-097-S91"	"sample extracted and sequenced"	"hdz4"	22	22	1	42	25.2	6.3	14067	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-04	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	83	"HDZ Keepers"	""	2023-12-25	"Culi"	"yes"
"HDZ-092"	"HDZ-092-E1"	"HDZ-092-S237"	"sample extracted and sequenced"	"hdz11"	7	7	NA	NA	NA	NA	8982	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-03	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	44	"HDZ Keepers"	""	2023-12-25	"Warble"	"yes"
"HDZ-088"	"HDZ-088-E1"	"HDZ-088-S234"	"sample extracted and sequenced"	"hdz11"	4	4	NA	NA	NA	NA	11885	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-03	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	46	"HDZ Keepers"	""	2023-12-26	"Culi"	"yes"
"HDZ-083"	"HDZ-083-E1"	"HDZ-083-S39"	"sample extracted and sequenced"	"hdz2"	17	17	7	41	24.6	0.597	2	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-06	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	56	"HDZ Keepers"	""	2023-12-26	"Warble"	"yes"
"HDZ-108"	"HDZ-108-E1"	"HDZ-108-S60"	"sample extracted and sequenced"	"hdz3"	14	14	1	60	36	3.88	2548	"AUA949"	"HDZ-PL-003"	"PL003"	2024-06-12	2024-06-12 20:06:58.563653	"loris"	2024-06-12	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-08	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	21	"HDZ Keepers"	""	2023-12-27	"Culi"	"yes"
"HDZ-096"	"HDZ-096-E1"	"HDZ-096-S95"	"sample extracted and sequenced"	"hdz5"	3	3	2	NA	NA	2.19	11008	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-04	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	41	"HDZ Keepers"	""	2023-12-27	"Warble"	"yes"
"HDZ-091"	"HDZ-091-E1"	"HDZ-091-S236"	"sample extracted and sequenced"	"hdz11"	6	6	NA	NA	NA	NA	12502	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-03	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	52	"HDZ Keepers"	""	2023-12-28	"Culi"	"yes"
"HDZ-105"	"HDZ-105-E1"	"HDZ-105-S97"	"sample extracted and sequenced"	"hdz5"	5	5	5	NA	NA	0.826	4358	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-08	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	39	"HDZ Keepers"	""	2023-12-28	"Warble"	"yes"
"HDZ-087"	"HDZ-087-E1"	"HDZ-087-S78"	"sample extracted and sequenced"	"hdz4"	9	9	1	42	25.2	4.23	12171	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-03	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	34	"HDZ Keepers"	""	2023-12-29	"Culi"	"yes"
"HDZ-082"	"HDZ-082-E1"	"HDZ-082-S41"	"sample extracted and sequenced"	"hdz2"	19	19	2	41	24.6	0.912	0	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-06	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	79	"HDZ Keepers"	""	2023-12-29	"Warble"	"yes"
"HDZ-086"	"HDZ-086-E1"	"HDZ-086-S42"	"sample extracted and sequenced"	"hdz2"	20	20	2	41	24.6	1.56	0	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-06	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	83	"HDZ Keepers"	""	2023-12-30	"Culi"	"yes"
"HDZ-090"	"HDZ-090-E1"	"HDZ-090-S235"	"sample extracted and sequenced"	"hdz11"	5	5	NA	NA	NA	NA	5981	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-03	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	56	"HDZ Keepers"	"Almost no stabilizer in the tube"	2023-12-30	"Warble"	"yes"
"HDZ-081"	"HDZ-081-E1"	"HDZ-081-S40"	"sample extracted and sequenced"	"hdz2"	18	18	2	41	24.6	0.52	325	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-06	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	65	"HDZ Keepers"	""	2023-12-31	"Culi"	"yes"
"HDZ-109"	"HDZ-109-E1"	"HDZ-109-S240"	"sample extracted and sequenced"	"hdz11"	10	10	NA	NA	NA	NA	8728	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-08	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	43	"HDZ Keepers"	""	2023-12-31	"Warble"	"yes"
"HDZ-085"	"HDZ-085-E1"	"HDZ-085-S92"	"sample extracted and sequenced"	"hdz4"	23	23	1	42	25.2	4.31	12744	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-06	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	94	"HDZ Keepers"	""	2024-01-01	"Culi"	"yes"
"HDZ-106"	"HDZ-106-E1"	"HDZ-106-S83"	"sample extracted and sequenced"	"hdz4"	14	14	1	42	25.2	4.82	11609	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-08	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	40	"HDZ Keepers"	""	2024-01-01	"Warble"	"yes"
"HDZ-080"	"HDZ-080-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-03-06	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	"DNA conc lower than std"	0	"HDZ Keepers"	""	2024-01-02	"Culi"	"yes"
"HDZ-107"	"HDZ-107-E1"	"HDZ-107-S55"	"sample extracted and sequenced"	"hdz3"	9	9	1	60	36	5.2	4519	"AUA949"	"HDZ-PL-003"	"PL003"	2024-06-12	2024-06-12 20:06:58.563653	"loris"	2024-06-12	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-08	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	17	"HDZ Keepers"	""	2024-01-02	"Warble"	"yes"
"HDZ-190"	"HDZ-190-E1"	"HDZ-190-S59"	"sample extracted and sequenced"	"hdz3"	13	13	1	60	36	3.55	2793	"AUA949"	"HDZ-PL-003"	"PL003"	2024-06-12	2024-06-12 20:06:58.563653	"loris"	2024-06-12	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-15	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	20	"HDZ Keepers"	""	2024-01-06	"Culi"	"yes"
"HDZ-193"	"HDZ-193-E1"	"HDZ-193-S70"	"sample extracted and sequenced"	"hdz4"	1	1	2	42	25.2	2.73	13588	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-20	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	26	"HDZ Keepers"	""	2024-01-06	"Warble"	"yes"
"HDZ-192"	"HDZ-192-E1"	"HDZ-192-S75"	"sample extracted and sequenced"	"hdz4"	6	6	1	42	25.2	3	14200	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-15	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	33	"HDZ Keepers"	""	2024-01-07	"Culi"	"yes"
"HDZ-191"	"HDZ-191-E1"	"HDZ-191-S56"	"sample extracted and sequenced"	"hdz3"	10	10	3	60	36	1.57	2218	"AUA949"	"HDZ-PL-003"	"PL003"	2024-06-12	2024-06-12 20:06:58.563653	"loris"	2024-06-12	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-15	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 2"	""	18	"HDZ Keepers"	"Tests indicate Warble is not pregnant, no metaboilte evidence of conception"	2024-01-07	"Warble"	"yes"
"HDZ-264"	"HDZ-264-E1"	"HDZ-264-S167"	"sample extracted and sequenced"	"hdz8"	6	6	NA	NA	NA	NA	12815	"AVP307"	"PL8-9"	"PL008"	2024-08-16	2024-08-16 18:56:41.11048	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-15	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	45	"HDZ Keepers"	""	2024-01-08	"Culi"	"yes"
"HDZ-268"	"HDZ-268-E1"	"HDZ-268-S308"	"sample extracted and sequenced"	"hdz14"	9	9	NA	NA	NA	NA	5447	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	50	"HDZ Keepers"	""	2024-01-08	"Warble"	"yes"
"HDZ-263"	"HDZ-263-E1"	"HDZ-263-S166"	"sample extracted and sequenced"	"hdz8"	5	5	NA	NA	NA	NA	7073	"AVP307"	"PL8-9"	"PL008"	2024-08-16	2024-08-16 18:56:41.11048	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-15	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	73	"HDZ Keepers"	""	2024-01-09	"Culi"	"no"
"HDZ-257"	"HDZ-257-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-07-18	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	"Possibly contaminated"	26	"HDZ Keepers"	""	2024-01-09	"Warble"	"yes"
"HDZ-258"	"HDZ-258-E1"	"HDZ-258-S162"	"sample extracted and sequenced"	"hdz8"	1	1	NA	NA	NA	NA	12560	"AVP307"	"PL8-9"	"PL008"	2024-08-16	2024-08-16 18:56:41.11048	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-12	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	37	"HDZ Keepers"	""	2024-01-10	"Culi"	"yes"
"HDZ-256"	"HDZ-256-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-07-18	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	"Possibly contaminated"	35	"HDZ Keepers"	""	2024-01-13	"Culi"	"yes"
"HDZ-259"	"HDZ-259-E1"	"HDZ-259-S163"	"sample extracted and sequenced"	"hdz8"	2	2	NA	NA	NA	NA	11554	"AVP307"	"PL8-9"	"PL008"	2024-08-16	2024-08-16 18:56:41.11048	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-12	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	52	"HDZ Keepers"	""	2024-01-13	"Warble"	"yes"
"HDZ-269"	"HDZ-269-E1"	"HDZ-269-S309"	"sample extracted and sequenced"	"hdz14"	10	10	NA	NA	NA	NA	7843	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	1.8	"HDZ Keepers"	""	2024-01-14	"Culi"	"yes"
"HDZ-274"	"HDZ-274-E1"	"HDZ-274-S314"	"sample extracted and sequenced"	"hdz14"	15	15	NA	NA	NA	NA	12974	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	40	"HDZ Keepers"	""	2024-01-15	"Culi"	"yes"
"HDZ-255"	"HDZ-255-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-07-18	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	"Possibly contaminated"	34	"HDZ Keepers"	""	2024-01-15	"Warble"	"yes"
"HDZ-245"	"HDZ-245-E1"	"HDZ-245-S145"	"sample extracted and sequenced"	"hdz7"	7	7	NA	NA	NA	NA	9272	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	42	"HDZ Keepers"	""	2024-01-16	"Culi"	"yes"
"HDZ-251"	"HDZ-251-E1"	"HDZ-251-S151"	"sample extracted and sequenced"	"hdz7"	13	13	NA	NA	NA	NA	13075	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	45	"HDZ Keepers"	""	2024-01-16	"Warble"	"yes"
"HDZ-253"	"HDZ-253-E1"	"HDZ-253-S153"	"sample extracted and sequenced"	"hdz7"	15	15	NA	NA	NA	NA	9326	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	32	"HDZ Keepers"	""	2024-01-17	"Culi"	"yes"
