"SampleID"	"ExtractID"	"SequenceID"	"steps_remaining"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"CollectionDate"	"Subject"	"Subj_Certainty"
"HDZ-323"	"HDZ-323-E1"	"HDZ-323-S134"	"sample extracted and sequenced"	"hdz6"	19	19	NA	NA	NA	NA	17019	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-28	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	34	"HDZ Keepers"	""	2024-01-17	"Warble"	"yes"
"HDZ-252"	"HDZ-252-E1"	"HDZ-252-S152"	"sample extracted and sequenced"	"hdz7"	14	14	NA	NA	NA	NA	10730	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	57	"HDZ Keepers"	""	2024-01-18	"Culi"	"yes"
"HDZ-246"	"HDZ-246-E1"	"HDZ-246-S146"	"sample extracted and sequenced"	"hdz7"	8	8	NA	NA	NA	NA	12575	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	29	"HDZ Keepers"	""	2024-01-18	"Warble"	"yes"
"HDZ-249"	"HDZ-249-E1"	"HDZ-249-S149"	"sample extracted and sequenced"	"hdz7"	11	11	NA	NA	NA	NA	15273	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	34	"HDZ Keepers"	""	2024-01-19	"Culi"	"yes"
"HDZ-240"	"HDZ-240-E1"	"HDZ-240-S140"	"sample extracted and sequenced"	"hdz7"	2	2	NA	NA	NA	NA	12808	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	36	"HDZ Keepers"	""	2024-01-20	"Culi"	"yes"
"HDZ-247"	"HDZ-247-E1"	"HDZ-247-S147"	"sample extracted and sequenced"	"hdz7"	9	9	NA	NA	NA	NA	13147	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	39	"HDZ Keepers"	""	2024-01-20	"Warble"	"yes"
"HDZ-250"	"HDZ-250-E1"	"HDZ-250-S150"	"sample extracted and sequenced"	"hdz7"	12	12	NA	NA	NA	NA	15232	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	38	"HDZ Keepers"	""	2024-01-21	"Culi"	"yes"
"HDZ-272"	"HDZ-272-E1"	"HDZ-272-S312"	"sample extracted and sequenced"	"hdz14"	13	13	NA	NA	NA	NA	10976	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	39	"HDZ Keepers"	""	2024-01-21	"Culi"	"yes"
"HDZ-248"	"HDZ-248-E1"	"HDZ-248-S148"	"sample extracted and sequenced"	"hdz7"	10	10	NA	NA	NA	NA	8759	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	42	"HDZ Keepers"	""	2024-01-21	"Warble"	"yes"
"HDZ-270"	"HDZ-270-E1"	"HDZ-270-S310"	"sample extracted and sequenced"	"hdz14"	11	11	NA	NA	NA	NA	9776	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	53	"HDZ Keepers"	""	2024-01-22	"Culi"	"yes"
"HDZ-267"	"HDZ-267-E1"	"HDZ-267-S255"	"sample extracted and sequenced"	"hdz12"	2	2	NA	NA	NA	NA	5802	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-07-15	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	34	"HDZ Keepers"	""	2024-01-22	"Warble"	"yes"
"HDZ-273"	"HDZ-273-E1"	"HDZ-273-S313"	"sample extracted and sequenced"	"hdz14"	14	14	NA	NA	NA	NA	9703	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	24	"HDZ Keepers"	""	2024-01-23	"Culi"	"yes"
"HDZ-265"	"HDZ-265-E1"	"HDZ-265-S205"	"sample extracted and sequenced"	"hdz9"	21	21	NA	NA	NA	NA	9210	"AWN500"	"PL8-9"	"PL009"	2024-08-16	2024-08-16 18:56:41.056086	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-07-15	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	59	"HDZ Keepers"	""	2024-01-23	"Warble"	"yes"
"HDZ-262"	"HDZ-262-E1"	"HDZ-262-S165"	"sample extracted and sequenced"	"hdz8"	4	4	NA	NA	NA	NA	13517	"AVP307"	"PL8-9"	"PL008"	2024-08-16	2024-08-16 18:56:41.11048	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-15	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	38	"HDZ Keepers"	""	2024-01-24	"Culi"	"yes"
"HDZ-271"	"HDZ-271-E1"	"HDZ-271-S311"	"sample extracted and sequenced"	"hdz14"	12	12	NA	NA	NA	NA	11664	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	51	"HDZ Keepers"	""	2024-01-25	"Culi"	"yes"
"HDZ-203"	"HDZ-203-E1"	"HDZ-203-S203"	"sample extracted and sequenced"	"hdz9"	19	19	NA	NA	NA	NA	10029	"AWN500"	"PL8-9"	"PL009"	2024-08-16	2024-08-16 18:56:41.056086	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-06-13	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	70	"HDZ Keepers"	""	2024-01-26	"Culi"	"yes"
"HDZ-209"	"HDZ-209-E1"	"HDZ-209-S104"	"sample extracted and sequenced"	"hdz5"	12	12	3	NA	NA	1.35	7976	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-06	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	40	"HDZ Keepers"	""	2024-01-26	"Warble"	"yes"
"HDZ-202"	"HDZ-202-E1"	"HDZ-202-E1-S348"	"sample extracted and sequenced"	"hdz16"	3	3	NA	NA	NA	NA	1593	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-05-30	"SA/ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	100	"HDZ Keepers"	""	2024-01-27	"Culi"	"yes"
"HDZ-207"	"HDZ-207-E1"	"HDZ-207-S102"	"sample extracted and sequenced"	"hdz5"	10	10	1	NA	NA	3.36	14103	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-13	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	12	"HDZ Keepers"	""	2024-01-27	"Warble"	"yes"
"HDZ-266"	"HDZ-266-E1"	"HDZ-266-S254"	"sample extracted and sequenced"	"hdz12"	1	1	NA	NA	NA	NA	8933	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-07-15	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	40	"HDZ Keepers"	""	2024-01-28	"Culi"	"yes"
"HDZ-260"	"HDZ-260-E1"	"HDZ-260-S164"	"sample extracted and sequenced"	"hdz8"	3	3	NA	NA	NA	NA	12075	"AVP307"	"PL8-9"	"PL008"	2024-08-16	2024-08-16 18:56:41.11048	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-12	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	15	"HDZ Keepers"	""	2024-01-28	"Warble"	"yes"
"HDZ-204"	"HDZ-204-E1"	"HDZ-204-S249"	"sample extracted and sequenced"	"hdz11"	19	19	NA	NA	NA	NA	10800	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-06-13	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	43	"HDZ Keepers"	""	2024-01-29	"Culi"	"yes"
"HDZ-205"	"HDZ-205-E1"	"HDZ-205-S101"	"sample extracted and sequenced"	"hdz5"	9	9	1	NA	NA	3.75	11903	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-13	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	21	"HDZ Keepers"	""	2024-01-29	"Warble"	"yes"
"HDZ-206"	"HDZ-206-E1"	"HDZ-206-S139"	"sample extracted and sequenced"	"hdz7"	1	1	NA	NA	NA	NA	12014	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-13	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	48	"HDZ Keepers"	""	2024-01-30	"Unknown"	"no"
"HDZ-208"	"HDZ-208-E1"	"HDZ-208-S103"	"sample extracted and sequenced"	"hdz5"	11	11	1	NA	NA	3.73	11660	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-13	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	11	"HDZ Keepers"	""	2024-01-30	"Warble"	"yes"
"HDZ-394"	"HDZ-394-E1"	"HDZ-394-S271"	"sample extracted and sequenced"	"hdz12"	18	18	NA	NA	NA	NA	7441	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	52	"HDZ Keepers"	""	2024-02-01	"Culi"	"yes"
"HDZ-411"	"HDZ-411-E1"	"HDZ-411-E1-S350"	"sample extracted and sequenced"	"hdz16"	5	5	NA	NA	NA	NA	1217	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-09-06	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	45	"HDZ Keepers"	""	2024-02-01	"Warble"	"yes"
"HDZ-254"	"HDZ-254-E1"	"HDZ-254-S154"	"sample extracted and sequenced"	"hdz7"	16	16	NA	NA	NA	NA	9746	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	41	"HDZ Keepers"	""	2024-02-02	"Culi"	"yes"
"HDZ-194"	"HDZ-194-E1"	"HDZ-194-S87"	"sample extracted and sequenced"	"hdz4"	18	18	2	42	25.2	1.76	9429	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-20	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	53	"HDZ Keepers"	""	2024-02-02	"Warble"	"yes"
"HDZ-201"	"HDZ-201-E1"	"HDZ-201-E1-S347"	"sample extracted and sequenced"	"hdz16"	2	2	NA	NA	NA	NA	1616	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-05-30	"SA/ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	100	"HDZ Keepers"	""	2024-02-03	"Culi"	"yes"
"HDZ-200"	"HDZ-200-E1"	"HDZ-200-S100"	"sample extracted and sequenced"	"hdz5"	8	8	2	NA	NA	1.9	9863	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-30	"SA/ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	36	"HDZ Keepers"	""	2024-02-03	"Warble"	"yes"
"HDZ-197"	"HDZ-197-E1"	"HDZ-197-S202"	"sample extracted and sequenced"	"hdz9"	18	18	NA	NA	NA	NA	5356	"AWN500"	"PL8-9"	"PL009"	2024-08-16	2024-08-16 18:56:41.056086	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-05-20	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	58	"HDZ Keepers"	""	2024-02-04	"Culi"	"yes"
"HDZ-196"	"HDZ-196-E1"	"HDZ-196-S76"	"sample extracted and sequenced"	"hdz4"	7	7	2	42	25.2	2.56	9965	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-20	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	33	"HDZ Keepers"	""	2024-02-05	"Culi"	"yes"
"HDZ-239"	"HDZ-239-E1"	"HDZ-239-S307"	"sample extracted and sequenced"	"hdz14"	8	8	NA	NA	NA	NA	9263	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	39	"HDZ Keepers"	""	2024-02-05	"Warble"	"yes"
"HDZ-238"	"HDZ-238-E1"	"HDZ-238-S306"	"sample extracted and sequenced"	"hdz14"	7	7	NA	NA	NA	NA	3875	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	81	"HDZ Keepers"	""	2024-02-06	"Culi"	"yes"
"HDZ-199"	"HDZ-199-E1"	"HDZ-199-S86"	"sample extracted and sequenced"	"hdz4"	17	17	2	42	25.2	2.19	10716	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-20	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	52	"HDZ Keepers"	""	2024-02-06	"Warble"	"yes"
"HDZ-235"	"HDZ-235-E1"	"HDZ-235-S282"	"sample extracted and sequenced"	"hdz13"	6	6	NA	NA	NA	NA	8195	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	41	"HDZ Keepers"	""	2024-02-07	"Culi"	"yes"
"HDZ-234"	"HDZ-234-E1"	"HDZ-234-S281"	"sample extracted and sequenced"	"hdz13"	5	5	NA	NA	NA	NA	3959	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	72	"HDZ Keepers"	""	2024-02-07	"Warble"	"yes"
"HDZ-198"	"HDZ-198-E1"	"HDZ-198-S88"	"sample extracted and sequenced"	"hdz4"	19	19	2	42	25.2	1.98	10181	"AUD364"	"HDZ-PL-004"	"PL004"	2024-06-13	2024-06-13 21:37:11.220383	"loris"	2024-06-13	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-20	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	70	"HDZ Keepers"	""	2024-02-08	"Culi"	"yes"
"HDZ-237"	"HDZ-237-E1"	"HDZ-237-S305"	"sample extracted and sequenced"	"hdz14"	6	6	NA	NA	NA	NA	7988	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	54	"HDZ Keepers"	""	2024-02-08	"Warble"	"yes"
"HDZ-326"	"HDZ-326-E1"	"HDZ-326-S137"	"sample extracted and sequenced"	"hdz6"	22	22	NA	NA	NA	NA	16582	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-28	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	37	"HDZ Keepers"	""	2024-02-09	"Culi"	"yes"
"HDZ-307"	"HDZ-307-E1"	"HDZ-307-S116"	"sample extracted and sequenced"	"hdz6"	1	1	NA	NA	NA	NA	15433	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-18	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	19	"HDZ Keepers"	""	2024-02-09	"Warble"	"yes"
"HDZ-330"	"HDZ-330-E1"	"HDZ-330-S323"	"sample extracted and sequenced"	"hdz15"	1	1	NA	NA	NA	NA	19471	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	45	"HDZ Keepers"	""	2024-02-10	"Culi"	"yes"
"HDZ-315"	"HDZ-315-E1"	"HDZ-315-S127"	"sample extracted and sequenced"	"hdz6"	12	12	NA	NA	NA	NA	20912	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-20	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	39	"HDZ Keepers"	""	2024-02-10	"Warble"	"yes"
"HDZ-318"	"HDZ-318-E1"	"HDZ-318-S156"	"sample extracted and sequenced"	"hdz7"	18	18	NA	NA	NA	NA	10328	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-11	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	18	"HDZ Keepers"	""	2024-02-11	"Culi"	"yes"
"HDZ-306"	"HDZ-306-E1"	"HDZ-306-S115"	"sample extracted and sequenced"	"hdz5"	23	23	1	NA	NA	4.59	13238	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-14	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	4.3	"HDZ Keepers"	""	2024-02-11	"Warble"	"yes"
"HDZ-336"	"HDZ-336-E1"	"HDZ-336-S159"	"sample extracted and sequenced"	"hdz7"	21	21	NA	NA	NA	NA	4067	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-11	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	52	"HDZ Keepers"	""	2024-02-12	"Culi"	"yes"
